semana	0.000000
2016-10-30	0.000000
2016-11-06	0.000000
2016-11-13	0.000000
2016-11-20	2.000000
2016-11-27	4.000000
2016-12-04	2.000000
2016-12-11	1.000000
2016-12-18	0.000000
2016-12-25	0.000000
2017-01-01	0.000000
2017-01-08	1.000000
2017-01-15	7.000000
2017-01-22	4.000000
2017-01-29	0.000000
2017-02-05	1.000000
2017-02-12	0.000000
2017-02-19	1.000000
2017-02-26	2.000000
2017-03-05	0.000000
2017-03-12	1.000000
2017-03-19	0.000000
2017-03-26	0.000000
2017-04-02	0.000000
2017-04-09	0.000000
2017-04-16	0.000000
2017-04-23	0.000000
2017-04-30	0.000000
2017-05-07	0.000000
2017-05-14	2.000000
2017-05-21	1.000000
2017-05-28	0.000000
2017-06-04	1.000000
2017-06-11	0.000000
2017-06-18	0.000000
2017-06-25	2.000000
2017-07-02	2.000000
2017-07-09	2.000000
2017-07-16	2.000000
2017-07-23	2.000000
2017-07-30	2.000000
2017-08-06	7.000000
2017-08-13	5.000000
2017-08-20	3.000000
2017-08-27	5.000000
2017-09-03	3.000000
2017-09-10	5.000000
2017-09-17	2.000000
