semana	0.000000
2016-10-30	0.000000
2016-11-06	0.000000
2016-11-13	0.000000
2016-11-20	3.000000
2016-11-27	6.000000
2016-12-04	6.000000
2016-12-11	5.000000
2016-12-18	3.000000
2016-12-25	3.000000
2017-01-01	4.000000
2017-01-08	3.000000
2017-01-15	4.000000
2017-01-22	4.000000
2017-01-29	3.000000
2017-02-05	7.000000
2017-02-12	6.000000
2017-02-19	5.000000
2017-02-26	5.000000
2017-03-05	2.000000
2017-03-12	5.000000
2017-03-19	3.000000
2017-03-26	2.000000
2017-04-02	4.000000
2017-04-09	2.000000
2017-04-16	1.000000
2017-04-23	1.000000
2017-04-30	1.000000
2017-05-07	3.000000
2017-05-14	4.000000
2017-05-21	1.000000
2017-05-28	2.000000
2017-06-04	2.000000
2017-06-11	2.000000
2017-06-18	2.000000
2017-06-25	3.000000
2017-07-02	3.000000
2017-07-09	3.000000
2017-07-16	5.000000
2017-07-23	1.000000
2017-07-30	5.000000
2017-08-06	6.000000
2017-08-13	7.000000
2017-08-20	4.000000
2017-08-27	5.000000
2017-09-03	4.000000
2017-09-10	4.000000
2017-09-17	4.000000
